Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02,60.62,60.72,60.371,60.67,14629077,0.0,0
2020-01-03,60.67,60.969,60.022,60.172,14419537,0.0,0
2020-01-06,59.873,60.172,59.574,59.773,13809308,0.0,0
2020-01-07,59.973,60.072,59.574,59.674,8818594,0.0,0
2020-01-08,59.076,59.176,58.628,59.076,16826669,0.0,0
2020-01-09,59.325,59.674,59.325,59.624,17802374,0.0,0
2020-01-10,59.724,59.823,59.524,59.624,19011475,0.0,0
2020-01-13,59.275,60.072,59.275,59.724,40492594,0.0,0
2020-01-14,59.574,59.773,59.425,59.524,19350077,0.0,0
2020-01-15,59.375,59.724,59.375,59.574,11324313,0.0,0
2020-01-16,59.574,60.072,59.524,59.674,12528971,0.0,0
2020-01-17,59.624,60.172,59.624,59.923,12045168,0.0,0
2020-01-20,59.674,60.022,59.674,59.724,11801544,0.0,0
2020-01-21,59.126,59.574,58.927,58.927,23520201,0.0,0
2020-01-22,58.777,59.275,58.777,59.076,13123069,0.0,0
2020-01-23,58.727,59.076,58.478,58.727,22887881,0.0,0
2020-01-24,58.428,58.777,58.379,58.528,6897204,0.0,0
2020-01-29,56.934,57.681,56.884,57.333,35228942,0.0,0
2020-01-30,56.984,57.183,56.486,56.486,32487044,0.0,0
2020-01-31,56.984,57.084,56.635,56.635,23220130,0.0,0
2020-02-03,56.137,56.536,55.888,56.287,26826542,0.0,0
2020-02-04,55.788,56.635,55.788,56.386,24510379,0.0,0
2020-02-05,56.087,56.585,56.087,56.585,25450085,0.0,0
2020-02-06,57.582,58.03,56.984,57.681,21438723,0.0,0
2020-02-07,57.233,57.731,57.233,57.582,16166118,0.0,0
2020-02-10,57.632,58.478,57.532,57.881,21510391,0.0,0
2020-02-11,57.98,58.678,57.98,58.428,13625708,0.0,0
2020-02-12,58.827,59.375,58.678,59.126,20911601,0.0,0
2020-02-13,59.524,59.674,59.076,59.225,20939325,0.0,0
2020-02-14,59.275,59.674,59.126,59.425,14762829,0.0,0
2020-02-17,58.927,59.375,58.777,59.176,20379817,0.0,0
2020-02-18,59.126,59.126,57.283,57.532,49578379,0.0,0
2020-02-19,56.038,57.034,55.988,56.785,69758711,0.0,0
2020-02-20,56.585,56.884,56.386,56.585,47355008,0.0,0
2020-02-21,56.287,56.785,56.287,56.436,41477293,0.0,0
2020-02-24,56.436,56.585,56.287,56.287,49917796,0.0,0
2020-02-25,55.788,56.137,55.788,55.838,47023549,0.0,0
2020-02-26,55.241,55.639,55.141,55.39,88500751,0.0,0
2020-02-27,54.8,54.8,54.2,54.4,47341944,0.21,0
2020-02-28,53.35,53.4,53.0,53.15,68658071,0.0,0
2020-03-02,52.5,52.95,52.5,52.8,45360511,0.0,0
2020-03-03,53.0,53.1,52.55,52.55,45432000,0.0,0
2020-03-04,51.75,51.95,50.8,51.35,78906347,0.0,0
2020-03-05,51.55,52.1,51.5,51.8,53217412,0.0,0
2020-03-06,51.15,51.15,50.55,50.65,106618709,0.0,0
2020-03-09,49.0,49.55,48.6,48.75,107572300,0.0,0
2020-03-10,48.4,49.55,48.4,48.9,69125630,0.0,0
2020-03-11,49.2,49.2,48.6,48.65,54556159,0.0,0
2020-03-12,48.0,48.0,46.5,46.65,93238456,0.0,0
2020-03-13,42.0,46.1,42.0,45.7,127327773,0.0,0
2020-03-16,44.0,44.75,43.6,43.8,91411722,0.0,0
2020-03-17,45.0,45.5,43.85,44.95,61904930,0.0,0
2020-03-18,45.2,46.5,44.15,44.55,63302201,0.0,0
2020-03-19,44.2,44.9,43.5,44.6,77249632,0.0,0
2020-03-20,44.95,47.0,44.95,47.0,54043420,0.0,0
2020-03-23,44.75,44.85,43.85,44.2,64238228,0.0,0
2020-03-24,45.0,45.2,44.45,45.1,35692750,0.0,0
2020-03-25,46.1,46.6,45.0,46.3,46847802,0.0,0
2020-03-26,45.95,45.95,45.05,45.7,29685401,0.0,0
2020-03-27,46.0,46.15,45.1,45.4,38499002,0.0,0
2020-03-30,44.8,45.15,44.1,44.5,51712032,0.0,0
2020-03-31,44.75,44.9,43.95,44.15,34812410,0.0,0
2020-04-01,41.0,41.7,39.8,39.95,212365103,0.0,0
2020-04-02,38.8,39.2,37.8,38.9,120204700,0.0,0
2020-04-03,38.0,38.3,37.6,37.9,90173250,0.0,0
2020-04-06,38.5,39.2,38.05,38.95,61129889,0.0,0
2020-04-07,39.8,40.3,39.2,40.15,74051605,0.0,0
2020-04-08,40.15,41.0,39.9,39.9,48475468,0.0,0
2020-04-09,40.45,41.05,40.2,41.0,40473133,0.0,0
2020-04-14,41.0,41.9,40.85,41.45,36916865,0.0,0
2020-04-15,41.3,41.75,40.6,40.6,29855944,0.0,0
2020-04-16,39.75,39.95,39.35,39.7,37385637,0.0,0
2020-04-17,39.8,40.3,39.45,39.5,52045136,0.0,0
2020-04-20,40.2,40.6,39.8,40.05,30234010,0.0,0
2020-04-21,39.8,39.95,39.05,39.15,26649500,0.0,0
2020-04-22,38.45,38.95,38.35,38.85,30535510,0.0,0
2020-04-23,38.8,39.0,38.45,38.7,16392710,0.0,0
2020-04-24,38.5,39.15,38.5,38.75,15509150,0.0,0
2020-04-27,38.95,39.65,38.8,39.5,29008800,0.0,0
2020-04-28,40.1,40.4,39.05,39.95,54166070,0.0,0
2020-04-29,40.6,40.75,40.15,40.25,34078050,0.0,0
2020-05-04,39.0,39.0,38.6,38.6,53885337,0.0,0
2020-05-05,38.6,39.2,38.3,39.0,24186602,0.0,0
2020-05-06,38.5,39.15,38.5,39.0,32638880,0.0,0
2020-05-07,38.7,39.0,38.55,38.85,23315860,0.0,0
2020-05-08,39.3,39.75,39.15,39.5,10505205,0.0,0
